compound_name	SMILES	corrected_SMILES	formula	neutralized_formula	exact_mass
3-alpha-7-alpha	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	C24H40O4	C24H40O4	392.29265976748
3a, 12a	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C24H40O4	C24H40O4	392.29265976748
3a, 7b, 12a	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@@]([H])2C1	C24H40O5	C24H40O5	408.28757438705
3a, 12b	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C24H40O4	C24H40O4	392.29265976748
3a, 6a	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C[C@H](O)[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C[C@H](O)[C@@]([H])2C1	C24H40O4	C24H40O4	392.29265976748
3a, 6a, 7a	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)[C@H](O)[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)[C@H](O)[C@@]([H])2C1	C24H40O5	C24H40O5	408.28757438705
3-alpha-7-keto-12-alpha	O[C@@H](C[C@@](C1)2[H])CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C1=O	O[C@@H](C[C@@](C1)2[H])CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C1=O	C24H38O5	C24H38O5	406.27192432259
3-alpha-7-alpha-12-alpha-23-nh2	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCN)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCN)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	C23H41NO3	C23H41NO3	379.30864418456997
c25 3a 7b 7a methyl	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@](O)(C)C[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@](O)(C)C[C@@]([H])2C1	C25H42O4	C25H42O4	406.30830983194
3a, 7a, 12a	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	C24H40O5	C24H40O5	408.28757438705
3b, 7b, 12b	O[C@H]1CC[C@]2(C)[C@@]3([H])C[C@@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@@]([H])2C1	O[C@H]1CC[C@]2(C)[C@@]3([H])C[C@@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@@]([H])2C1	C24H40O5	C24H40O5	408.28757438705
c23 3a 7a	O[C@@H]1CC[C@@]2([C@]3(CC[C@@]4([C@H](CC[C@]4([C@@]3([C@@H](C[C@@]2(C1)[H])O)[H])[H])[C@@H](CC(O)=O)C)C)[H])C	O[C@@H]1CC[C@@]2([C@]3(CC[C@@]4([C@H](CC[C@]4([C@@]3([C@@H](C[C@@]2(C1)[H])O)[H])[H])[C@@H](CC(O)=O)C)C)[H])C	C23H38O4	C23H38O4	378.27700970302
3a, 6a, 7k	O[C@@H](C[C@@]([C@H]1O)2[H])CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C1=O	O[C@@H](C[C@@]([C@H]1O)2[H])CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C1=O	C24H38O5	C24H38O5	406.27192432259
3-alpha-7-alpha-12-keto	O[C@@H](C[C@@](C[C@H]([C@@]1([H])[C@]2([H])CC[C@@H]([C@]23C)[C@H](C)CCC(O)=O)O)4[H])CC[C@]4(C)[C@@]1([H])CC3=O	O[C@@H](C[C@@](C[C@H]([C@@]1([H])[C@]2([H])CC[C@@H]([C@]23C)[C@H](C)CCC(O)=O)O)4[H])CC[C@]4(C)[C@@]1([H])CC3=O	C24H38O5	C24H38O5	406.27192432259
3-alpha-12-alpha-7-oac	OC(CC[C@H]([C@H]1CC[C@@]2([H])[C@]3([H])[C@H](OC(C)=O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)C)=O	OC(CC[C@H]([C@H]1CC[C@@]2([H])[C@]3([H])[C@H](OC(C)=O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)C)=O	C26H42O6	C26H42O6	450.29813907108
c25 3a 12a 7 methyl	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@@H]([C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C(C[C@]2([H])C1)C)O	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@@H]([C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C(C[C@]2([H])C1)C)O	C25H42O4	C25H42O4	406.30830983194
c25-homo-3-alpah-12-alpha	O[C@@H]1CC[C@@]2([C@]3(C[C@H](O)[C@@]4([C@H](CC[C@]4([C@@]3(CC[C@@]2(C1)[H])[H])[H])[C@@H](CCCC(O)=O)C)C)[H])C	O[C@@H]1CC[C@@]2([C@]3(C[C@H](O)[C@@]4([C@H](CC[C@]4([C@@]3(CC[C@@]2(C1)[H])[H])[H])[C@@H](CCCC(O)=O)C)C)[H])C	C25H42O4	C25H42O4	406.30830983194
3-alpha-6-keto	C[C@@H]([C@H]1CC[C@@]2([H])[C@]3([H])CC([C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)=O)CCC(O)=O	C[C@@H]([C@H]1CC[C@@]2([H])[C@]3([H])CC([C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)=O)CCC(O)=O	C24H38O4	C24H38O4	390.27700970302
3a,7k	O[C@@H](C[C@@](C1)2[H])CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C1=O	O[C@@H](C[C@@](C1)2[H])CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C1=O	C24H38O4	C24H38O4	390.27700970302
3k 7a	O=C1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	O=C1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	C24H38O4	C24H38O4	390.27700970302
3a, 7b, d22	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H](/C(C)=C/CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H](/C(C)=C/CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@@]([H])2C1	C24H38O4	C24H38O4	390.27700970302
3b, 7a, 12a	O[C@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	O[C@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	C24H40O5	C24H40O5	408.28757438705
3a, 7a, 12b	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	C24H40O5	C24H40O5	408.28757438705
3a, 7b, 12b	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@@]([H])2C1	C24H40O5	C24H40O5	408.28757438705
3a	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C24H40O3	C24H40O3	376.29774514791
3-beta	O[C@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C24H40O3	C24H40O3	376.29774514791
7a 12a-dihydroxy cholanoic acid	C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)[C@@H](O)C[C@H]3[C@H]2[C@H](O)C[C@H]4[C@]3(C)CCC(C4)=O)CCC(O)=O	C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)[C@@H](O)C[C@H]3[C@H]2[C@H](O)C[C@H]4[C@]3(C)CCC(C4)=O)CCC(O)=O	C24H38O5	C24H38O5	406.27192432259
7-alpha	[H][C@@]12CCCC[C@]1(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C2	[H][C@@]12CCCC[C@]1(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C2	C24H40O3	C24H40O3	376.29774514791
7b hydroxy 5b cholan-24-oic acid	C[C@H](CCC(O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])CCCC[C@]4(C)[C@@]3([H])CC[C@]12C	C[C@H](CCC(O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])CCCC[C@]4(C)[C@@]3([H])CC[C@]12C	C24H40O3	C24H40O3	376.29774514791
3a, 7b	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@@]([H])2C1	C24H40O4	C24H40O4	392.29265976748
3b,12b	O[C@H]1CC[C@]2(C)[C@@]3([H])C[C@@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@H]1CC[C@]2(C)[C@@]3([H])C[C@@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C24H40O4	C24H40O4	392.29265976748
3-alpha-12-alpha-7-methyl	OC(CC[C@@H](C)[C@H]1CC[C@@]2([H])[C@]3([H])C(C)CC4C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)=O	OC(CC[C@@H](C)[C@H]1CC[C@@]2([H])[C@]3([H])C(C)CC4C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)=O	C25H42O4	C25H42O4	406.30830983194
3-alpha-7-beta-c22	OC([C@H]([C@H]1CC[C@]2([C@@]3([C@H](C[C@@]4(C[C@@H](CC[C@@]4([C@]3(CC[C@]12C)[H])C)O)[H])O)[H])[H])C)=O	OC([C@H]([C@H]1CC[C@]2([C@@]3([C@H](C[C@@]4(C[C@@H](CC[C@@]4([C@]3(CC[C@]12C)[H])C)O)[H])O)[H])[H])C)=O	C22H36O4	C22H36O4	364.26135963856
bis-nor-chenodeoxycholic acid	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)C(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)C(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1	C22H36O4	C22H36O4	364.26135963856
ursocholic acid-3a, 7b, 12a	C[C@H](CCC(O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C	C[C@H](CCC(O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C	C24H40O5	C24H40O5	408.28757438705
bisnor-deoxycholic-acid	O[C@@H]1CC[C@@]2([C@]3(C[C@H](O)[C@@]4([C@H](CC[C@]4([C@@]3(CC[C@@]2(C1)[H])[H])[H])[C@@H](C(O)=O)C)C)[H])C	O[C@@H]1CC[C@@]2([C@]3(C[C@H](O)[C@@]4([C@H](CC[C@]4([C@@]3(CC[C@@]2(C1)[H])[H])[H])[C@@H](C(O)=O)C)C)[H])C	C22H36O4	C22H36O4	364.26135963856
3a, 6a, 7a-hayochlic-acid	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	C24H40O5	C24H40O5	408.28757438705
nor-lithocholic acid: nor-3a	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])CCC2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])CCC2C1	C23H38O3	C23H38O3	362.28209508345003
3k, 7a-chenodeoxycholic-acid	O=C1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)CC2C1	O=C1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)CC2C1	C24H38O4	C24H38O4	390.27700970302
3a, 7k, 12a-methyl ester	O[C@@H](C[C@@](C1)2[H])CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(OC)=O)CC[C@@]4([H])[C@]3([H])C1=O	O[C@@H](C[C@@](C1)2[H])CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(OC)=O)CC[C@@]4([H])[C@]3([H])C1=O	C25H40O5	C25H40O5	420.28757438705
nor-deoxycholic-acid	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C23H38O4	C23H38O4	378.27700970302
7b	[H][C@@]12CCCC[C@]1(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C2	[H][C@@]12CCCC[C@]1(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C2	C24H40O3	C24H40O3	376.29774514791
dehydro-cholic-acid	OC1C[C@H]2C=C[C@H]3[C@H]4[C@]([C@@H]([C@@H](CCC(O)=O)C)CC4)(C)C(C[C@@H]3[C@]2(CC1)C)O	OC1C[C@H]2C=C[C@H]3[C@H]4[C@]([C@@H]([C@@H](CCC(O)=O)C)CC4)(C)C(C[C@@H]3[C@]2(CC1)C)O	C24H38O4	C24H38O4	390.27700970302
3a-hydroxylithocholic-acid	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CCC2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CCC2C1	C24H40O3	C24H40O3	376.29774514791
c23-cholic acid	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	C23H38O5	C23H38O5	394.27192432259
7a-oh-cholanate-sodium-salt	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O[Na])=O)CC[C@@]4([H])[C@]3([H])CCC2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O[Na])=O)CC[C@@]4([H])[C@]3([H])CCC2C1	C24H39NaO3	C24H39NaO3	398.27968939768
cdca	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)CC2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)CC2C1	C24H40O4	C24H40O4	392.29265976748
3a, 7a methyl ester	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(OC)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(OC)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	C25H42O4	C25H42O4	406.30830983194
uca	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	C24H40O5	C24H40O5	408.28757438705
3a, 12k	O[C@@H](C[C@@](CC[C@@]1([H])[C@]2([H])CC[C@@H]([C@]23C)[C@H](C)CCC(O)=O)4[H])CC[C@]4(C)[C@@]1([H])CC3=O	O[C@@H](C[C@@](CC[C@@]1([H])[C@]2([H])CC[C@@H]([C@]23C)[C@H](C)CCC(O)=O)4[H])CC[C@]4(C)[C@@]1([H])CC3=O	C24H38O4	C24H38O4	390.27700970302
nor-cdca	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)CC2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)CC2C1	C23H38O4	C23H38O4	378.27700970302
me-deoxycholic-acid	O[C@@H]1CC[C@@]2([C@]3(C[C@H](O)[C@@]4([C@H](CC[C@]4([C@@]3(CC[C@@]2(C1)[H])[H])[H])[C@@H](CCC(OC)=O)C)C)[H])C	O[C@@H]1CC[C@@]2([C@]3(C[C@H](O)[C@@]4([C@H](CC[C@]4([C@@]3(CC[C@@]2(C1)[H])[H])[H])[C@@H](CCC(OC)=O)C)C)[H])C	C25H42O4	C25H42O4	406.30830983194
3a,7a-c23oic(oh)2	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1	C23H38O4	C23H38O4	378.27700970302
hdca	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C[C@H](O)C2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C[C@H](O)C2C1	C24H40O4	C24H40O4	392.29265976748
3b, 12a	O[C@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C24H40O4	C24H40O4	392.29265976748
deydrocholic acid	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CCC(=O)C4)C)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CCC(=O)C4)C)C	C24H34O5	C24H34O5	402.24062419367
3a, 7k, 12k	O[C@@H](C[C@@](CC([C@@]1([H])[C@]2([H])CC[C@@H]([C@]23C)[C@H](C)CCC(O)=O)=O)4[H])CC[C@]4(C)[C@@]1([H])CC3=O	O[C@@H](C[C@@](CC([C@@]1([H])[C@]2([H])CC[C@@H]([C@]23C)[C@H](C)CCC(O)=O)=O)4[H])CC[C@]4(C)[C@@]1([H])CC3=O	C24H36O5	C24H36O5	404.25627425813
3a, 6b	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C[C@@H](O)[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C[C@@H](O)[C@@]([H])2C1	C24H40O4	C24H40O4	392.29265976748
deoxycholic-acid-sodium-salt	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O[Na])=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O[Na])=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C24H39NaO4	C24H39NaO4	414.27460401725
3k, 12a	O=C1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O=C1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C24H38O4	C24H38O4	390.27700970302
bisnor-ursodeoxycholic acid	O[C@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@@H](C(O)=O)C)CC[C@@]4([H])[C@]3([H])[C@@H](O)CC2C1	O[C@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@@H](C(O)=O)C)CC[C@@]4([H])[C@]3([H])[C@@H](O)CC2C1	C22H36O4	C22H36O4	364.26135963856
norursodeoxycholic acid	O[C@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)CC2C1	O[C@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)CC2C1	C23H38O4	C23H38O4	378.27700970302
